genome,completeness,contamination,length,N50
TG2_07:bin_000030.fa,79.95,4.38,2731620,8520
TG2_14:bin_000005.fa,94.83,8.02,2371740,7987
TG2_21:bin_000002.fa,91.18,0.64,2651401,46575
TG2_21:bin_000018.fa,92.6,10.99,3671684,34706
TG2_21:bin_000022.fa,89.02,8.49,3092637,26498
TG2_28:bin_000007.fa,91.33,4.1,2447033,39329
TG2_35:bin_000010.fa,98.18,5.53,4494808,16290
TG2_35:bin_000013.fa,92.13,5.93,3207591,33839
TG3:bin_000014.fa,99.77,1.8,3906678,23191
TG3:bin_000020.fa,83.91,1.19,1330416,38672
TG3:bin_000026.fa,90.36,3.9,2292378,19178
TG3:bin_000027.fa,94.37,5.28,1988872,24969
TG3:bin_000037.fa,89.54,8.57,2469554,11217
TG3:bin_000078.fa,67.75,1.03,1831190,3066
TG3_07:bin_000002.fa,94.23,3.63,4510973,6953
TG3_07:bin_000004.fa,100.0,0.28,1894700,27816
TG3_07:bin_000009.fa,94.68,2.73,2535754,39792
TG3_07:bin_000024.fa,85.13,7.8,3088233,17835
TG3_07:bin_000025.fa,88.93,11.06,3871943,15190
TG3_14:bin_000011.fa,99.55,5.25,2149487,10439
TG3_14:bin_000019.fa,82.69,9.19,2019040,5116
TG3_14:bin_000027.fa,76.32,4.39,1319092,3673
TG3_21:bin_000011.fa,89.98,5.12,2069653,13477
TG3_21:bin_000013.fa,92.05,4.65,2934329,20459
TG3_21:bin_000043.fa,83.35,3.95,2337003,15350
TG3_21:bin_000048.fa,84.78,6.74,2457129,8952
TG3_21:bin_000049.fa,74.86,3.05,2129080,7008
TG3_28:bin_000004.fa,100.0,0.03,2822995,40351
TG3_28:bin_000005.fa,99.81,6.57,2095476,22248
TG3_35:bin_000011.fa,93.62,3.64,2150069,15919
TG3_35:bin_000017.fa,96.32,7.29,4393279,33363
TG3_35:bin_000020.fa,93.34,4.95,2726737,12244
TG4:bin_000014.fa,94.68,4.66,1818626,7544
TG4:bin_000026.fa,95.31,14.51,3114395,12852
TG4:bin_000042.fa,81.42,4.13,2621468,12139
TG4:bin_000055.fa,78.29,1.65,2909419,6027
TG4_07:bin_000032.fa,77.39,3.54,3149729,9124
TG4_21:bin_000003.fa,99.67,4.63,2650261,45248
TG4_21:bin_000004.fa,93.33,0.3,1722598,14431
TG4_21:bin_000008.fa,95.72,7.55,4793392,18562
TG4_21:bin_000011.fa,89.74,5.05,3563079,20889
TG4_21:bin_000021.fa,77.13,11.85,4246837,12677
TG4_28:bin_000018.fa,76.35,12.84,3517190,19277
TG4_35:bin_000002.fa,92.1,1.24,2713737,35047
TG4_35:bin_000008.fa,98.76,6.5,3488491,48266
TG4_35:bin_000013.fa,91.22,6.22,2418785,13572
TG4_35:bin_000026.fa,75.23,2.58,2558957,6492
TG5:bin_000006.fa,94.67,5.33,2772353,25062
TG5:bin_000017.fa,97.55,10.27,3243829,18959
TG5:bin_000024.fa,95.36,18.92,5545766,17802
TG5:bin_000029.fa,79.63,3.84,1698195,35314
TG5_07:bin_000014.fa,79.53,2.04,2093269,6661
TG5_07:bin_000018.fa,77.59,2.24,2285240,6025
TG5_07:bin_000019.fa,63.46,2.0,2148286,4508
TG5_14:bin_000021.fa,66.56,3.08,3362287,3108
TG5_14:bin_000026.fa,95.35,21.86,4657020,30095
TG5_21:bin_000015.fa,93.07,6.04,3948739,34216
TG5_21:bin_000027.fa,70.11,5.21,2917606,6447
TG5_28:bin_000001.fa,95.23,2.95,2591185,36184
TG5_28:bin_000018.fa,83.86,2.47,2385387,8294
TG5_28:bin_000026.fa,76.67,1.68,2590343,16041
TG5_28:bin_000030.fa,74.83,3.32,2599135,6947
TG5_35:bin_000001.fa,99.99,0.09,1577486,39230
TG5_35:bin_000024.fa,84.89,6.93,2730170,15113
TG5_35:bin_000036.fa,69.35,5.75,2030664,7933
D300418:bin_000001.fa,99.49,0.17,1791036,79551
D300418:bin_000007.fa,87.56,2.5,1449572,6894
D300423:bin_000010.fa,78.73,1.16,2391532,9865
D300423:bin_000016.fa,73.36,2.89,2555841,9950
D300425:bin_000012.fa,90.82,5.58,3402601,23583
D300425:bin_000013.fa,89.94,2.56,3084042,22445
D300426:bin_000009.fa,88.72,1.01,2474843,37183
D300426:bin_000015.fa,72.52,3.54,1903121,6026
D300429:bin_000004.fa,93.89,3.02,3485084,36029
D300432:bin_000010.fa,90.36,2.0,2906183,25502
D300432:bin_000011.fa,95.3,24.07,4119826,11954
D300433:bin_000001.fa,94.81,1.23,4246201,6759
D300434:bin_000011.fa,82.57,6.42,4134209,33185
D300434:bin_000016.fa,84.29,9.62,3563021,15298
D300435:bin_000003.fa,94.03,3.23,4295811,7194
D300436:bin_000009.fa,95.25,12.24,5381112,22693
D300436:bin_000020.fa,85.96,3.8,4777558,7947
D300438:bin_000001.fa,89.76,2.06,2864839,18055
D300438:bin_000010.fa,86.9,10.29,3343228,30666
D300439:bin_000001.fa,99.9,1.6,2007362,94662
D300439:bin_000008.fa,98.06,5.59,2962190,22690
D300440:bin_000013.fa,83.42,6.29,3195760,20001
D300440:bin_000017.fa,80.85,11.09,2836446,10885
D300441:bin_000007.fa,85.1,0.35,3170321,31006
D300441:bin_000012.fa,91.83,11.76,3373128,38375
D300442:bin_000010.fa,82.22,1.61,3379539,22543
D300442:bin_000016.fa,83.08,17.21,5151645,4720
D300444:bin_000005.fa,93.76,3.77,2629426,9139
D300444:bin_000010.fa,91.11,2.06,3198212,23613
D300446:bin_000003.fa,100.0,7.34,4519794,76632
D300446:bin_000013.fa,79.62,3.96,2519559,12014
D300448:bin_000021.fa,76.03,23.77,2043319,6627
D300449:bin_000010.fa,81.44,3.68,3539318,4326
D300449:bin_000014.fa,90.64,35.51,3478186,30193
D300450:bin_000006.fa,91.59,3.12,3497834,36452
D300451:bin_000009.fa,89.31,3.62,3023189,19629
D300451:bin_000012.fa,88.9,1.71,3512257,16855
D300451:bin_000014.fa,80.02,6.32,2638209,8339
D300452:bin_000008.fa,98.02,3.9,2592327,32015
D300452:bin_000010.fa,91.0,3.98,3916327,29813
D300453:bin_000005.fa,94.98,4.02,2566801,24722
D300453:bin_000011.fa,87.68,6.28,2838348,8049
D300453:bin_000013.fa,97.39,7.81,3062903,16960
D300454:bin_000003.fa,96.55,0.11,2706454,43414
D300455:bin_000014.fa,90.3,19.41,3034383,18747
D300456:bin_000003.fa,93.89,1.78,2405853,27934
D300456:bin_000006.fa,90.94,2.77,3797634,13053
D300458:bin_000010.fa,83.44,4.05,2773835,10485
D300458:bin_000012.fa,82.69,3.66,2051218,4696
D300459:bin_000006.fa,96.04,4.56,3078923,20104
D300459:bin_000009.fa,85.2,6.32,3149668,38329
D300460:bin_000002.fa,94.48,1.93,2372523,6632
D300460:bin_000005.fa,96.2,14.9,5247793,31007
D300460:bin_000010.fa,93.04,11.43,3379198,18985
D300460:bin_000012.fa,81.63,4.55,3763032,26054
D300462:bin_000012.fa,60.67,2.81,2343926,2732
D300463:bin_000003.fa,93.26,3.23,2431583,10362
D300463:bin_000020.fa,76.18,4.32,2307600,5496
D300465:bin_000007.fa,87.64,5.7,2813252,15852
D300465:bin_000016.fa,72.04,9.03,2269808,3365
D300468:bin_000017.fa,67.09,20.75,2649877,4442
D300468:bin_000018.fa,52.71,1.37,2220952,2430
D300472:bin_000011.fa,93.79,2.21,2947553,23093
D300475:bin_000003.fa,93.3,0.32,2065475,15844
D300475:bin_000014.fa,88.08,3.96,2231654,10474
D300476:bin_000007.fa,89.87,2.25,3189834,37196
D300477:bin_000001.fa,99.96,0.93,2687405,37752
D300478:bin_000005.fa,91.16,1.15,2350170,12722
D300478:bin_000015.fa,93.96,2.98,2984523,18601
D300478:bin_000017.fa,76.43,0.68,1947334,5166
D300478:bin_000019.fa,74.3,2.55,1944801,3759
D300478:bin_000024.fa,85.4,6.79,2300197,11461
D300479:bin_000003.fa,91.46,2.28,2689637,37081
D300479:bin_000004.fa,96.09,5.12,2501773,24493
D300479:bin_000013.fa,92.02,2.28,3067259,23582
D300480:bin_000004.fa,90.74,5.97,2270928,20420
D300481:bin_000008.fa,80.92,1.96,3669779,4072
D300481:bin_000014.fa,77.02,8.58,3546195,11967
D300481:bin_000018.fa,94.28,34.49,4163286,10082
D300482:bin_000001.fa,95.93,1.23,2827048,72341
D300482:bin_000011.fa,90.68,5.17,3130763,18569
D300483:bin_000003.fa,93.52,11.13,3454134,20477
D300483:bin_000016.fa,86.89,3.0,2980225,10637
D300484:bin_000007.fa,99.99,13.28,5615745,20178
D300484:bin_000019.fa,61.42,3.66,1764755,2623
D300484:bin_000020.fa,63.41,1.89,1688559,2759
D300485:bin_000003.fa,90.71,0.22,2095372,18036
D300485:bin_000018.fa,78.89,12.88,3900556,8949
D300486:bin_000005.fa,92.78,3.68,2406498,7376
D300487:bin_000003.fa,92.3,1.06,2245154,20867
D300487:bin_000008.fa,88.75,1.99,2550083,8575
D300487:bin_000009.fa,93.56,1.7,2455454,13973
D300488:bin_000003.fa,93.09,6.08,2378276,10599
D300489:bin_000011.fa,90.37,9.9,3557451,31549
D300492:bin_000009.fa,89.12,11.07,4377436,5532
D300492:bin_000014.fa,89.29,1.23,4872206,37822
D300493:bin_000015.fa,76.38,3.3,1998891,4504
D300494:bin_000007.fa,87.79,6.89,4501575,40666
D300496:bin_000013.fa,96.59,5.82,3995756,22393
D300499:bin_000008.fa,95.03,5.14,3658685,37973
D300499:bin_000021.fa,59.32,4.48,2154318,3181
D300500:bin_000006.fa,89.7,2.02,2943594,3751
D300500:bin_000013.fa,90.35,3.12,3225456,15468
D300501:bin_000004.fa,95.18,1.45,2686425,27827
D300502:bin_000013.fa,69.22,2.08,1573979,5306
D300502:bin_000015.fa,64.75,0.85,2242263,4735
D300503:bin_000006.fa,92.67,8.49,3263323,29635
D300503:bin_000012.fa,85.6,7.06,4157699,17437
D300503:bin_000013.fa,75.46,3.23,2148570,11975
D300504:bin_000004.fa,96.35,2.75,2813121,21033
D300504:bin_000007.fa,92.35,6.91,2731103,17149
D300505:bin_000002.fa,96.52,5.28,2079417,20175
D300506:bin_000005.fa,93.37,4.37,2293810,15857
D300506:bin_000007.fa,89.95,1.86,2320887,5395
D300506:bin_000012.fa,96.55,5.85,2783220,18867
D300506:bin_000014.fa,77.66,7.82,2579826,15921
D300507:bin_000005.fa,96.09,12.06,3299063,18368
D300507:bin_000010.fa,93.62,1.41,3465479,30050
D300510:bin_000010.fa,76.63,7.7,4232086,9998
D300512:bin_000005.fa,99.57,3.9,4490504,16150
D300513:bin_000011.fa,89.42,2.78,3419962,18715
D300515:bin_000001.fa,95.4,3.87,2092053,19042
D300515:bin_000007.fa,87.94,3.63,2323468,5888
D300515:bin_000012.fa,65.0,1.82,1740053,2925
D300515:bin_000015.fa,54.54,1.49,1810148,6780
D300516:bin_000011.fa,77.55,2.86,1753466,5079
D300517:bin_000002.fa,97.12,2.12,2481438,10617
D300517:bin_000011.fa,75.35,4.1,2208007,7125
D300518:bin_000003.fa,99.78,2.05,2518195,13990
D300518:bin_000010.fa,84.9,3.45,2150067,4913
D300518:bin_000016.fa,71.88,12.4,2710888,2792
D300519:bin_000019.fa,57.12,1.11,1619921,3483
D300520:bin_000005.fa,87.17,4.77,2283725,9224
D300520:bin_000017.fa,80.43,6.87,2387006,5368
D300521:bin_000013.fa,84.61,7.51,2252811,8539
D300521:bin_000016.fa,76.06,4.82,1981348,5815
D300521:bin_000019.fa,68.02,2.71,1759567,6517
D300523:bin_000004.fa,94.53,3.18,2570142,35054
D300523:bin_000010.fa,93.09,5.06,3382846,34707
D300523:bin_000019.fa,75.43,3.67,2076117,8825
D300525:bin_000007.fa,92.56,7.57,2722278,11132
D300526:bin_000002.fa,100.0,0.31,2632236,35646
D300527:bin_000011.fa,74.96,4.21,2161297,14466
GEXTRA:bin_000002.fa,100.0,0.76,2562984,2562984
GPB:bin_000007.fa,96.03,1.22,3944829,3944829
GPB:bin_000008.fa,94.38,0.88,2225599,2225599
GPB:bin_000047.fa,99.77,2.37,4040188,4040188
GPB:bin_000054.fa,98.0,0.35,4001504,4001504
GPB:bin_000077.fa,99.56,1.42,4065239,4065239
GPB:bin_000083.fa,99.82,2.57,1749078,1749078
GPB:bin_000103.fa,99.5,3.33,4097921,4097921
GPB:bin_000109.fa,98.38,5.11,5507495,5507495
GPB:bin_000113.fa,96.06,0.01,1967104,1967104
GPB:bin_000117.fa,95.4,4.34,4791799,4791799
GPB:bin_000156.fa,97.88,1.46,2531435,407890
GPB:bin_000160.fa,96.1,2.88,3618746,2966748
GPB:bin_000189.fa,94.33,0.73,2483434,1380771
GPB:bin_000208.fa,89.53,0.48,4013019,2178923
GPB:bin_000209.fa,91.77,3.64,3723173,360413
GPB:bin_000217.fa,75.32,1.91,2538302,208093
TG1:bin_000021.fa,93.35,2.64,1885612,12904
TG1:bin_000035.fa,97.58,12.27,3771774,4588
TG1:bin_000045.fa,70.39,6.85,1432099,27052
TG1:bin_000046.fa,73.62,3.05,1915101,3682
TG1:bin_000055.fa,95.69,16.84,3748090,15573
TG1_07:bin_000003.fa,93.51,0.42,2428921,14706
TG1_07:bin_000023.fa,83.22,6.12,2820776,6290
TG1_14:bin_000008.fa,99.08,17.44,5644830,26046
TG1_21:bin_000007.fa,100.0,1.2,2666229,50309
TG1_21:bin_000032.fa,84.29,4.53,2836459,8628
TG1_21:bin_000041.fa,72.34,7.45,3618377,5985
TG1_35:bin_000018.fa,88.57,7.45,2676945,16293
TG1_35:bin_000036.fa,82.06,3.67,2936355,7647
TG2:bin_000001.fa,92.37,1.91,2738430,49499
TG2:bin_000033.fa,82.35,12.06,2469182,13263
TG2:bin_000058.fa,74.47,6.13,3030143,7265
TG2:bin_000061.fa,82.17,3.9,3677903,3692
TG2_07:bin_000018.fa,85.65,3.59,2492537,34355
TG2_07:bin_000022.fa,81.98,9.12,4000037,10910
TG2_07:bin_000032.fa,54.39,2.23,1761175,3854
TG2_14:bin_000016.fa,95.32,12.57,2776286,26634
TG2_14:bin_000022.fa,69.65,2.11,1468016,3910
TG2_21:bin_000030.fa,78.81,1.6,2737401,5390
TG2_28:bin_000001.fa,92.31,1.08,2633267,51152
TG2_28:bin_000002.fa,95.37,0.89,2104864,18251
TG2_28:bin_000004.fa,95.67,5.57,3003545,23735
TG2_28:bin_000026.fa,63.44,0.46,2399282,4189
TG2_28:bin_000029.fa,67.44,2.89,2715805,4122
TG2_28:bin_000033.fa,69.67,0.36,2562434,4317
TG2_28:bin_000034.fa,76.27,2.75,2645527,9253
TG2_35:bin_000001.fa,92.52,1.41,2674094,54301
TG2_35:bin_000005.fa,98.93,0.27,1913170,29181
TG2_35:bin_000008.fa,97.61,7.62,3101990,30431
TG2_35:bin_000029.fa,69.66,2.5,2371245,8005
TG3:bin_000004.fa,100.0,0.01,2802535,54465
TG3:bin_000005.fa,91.51,1.12,2947810,30510
TG3:bin_000021.fa,99.86,7.78,4298752,13341
TG3:bin_000035.fa,97.2,10.69,1747198,14848
TG3:bin_000044.fa,76.21,4.44,1856828,4016
TG3:bin_000049.fa,84.56,16.86,3286567,6548
TG3:bin_000051.fa,85.32,4.34,1772650,17647
TG3:bin_000054.fa,87.34,10.26,3295182,25005
TG3:bin_000058.fa,80.87,14.73,4434033,8793
TG3_07:bin_000007.fa,89.74,12.01,4724314,43029
TG3_07:bin_000008.fa,97.94,3.49,2541890,34114
TG3_14:bin_000004.fa,92.3,1.27,2435252,15392
TG3_14:bin_000007.fa,99.95,3.09,2864690,15381
TG3_14:bin_000023.fa,73.19,2.1,2868852,5118
TG3_21:bin_000028.fa,78.24,2.56,2059950,4875
TG3_28:bin_000007.fa,87.42,7.11,2833179,12052
TG3_28:bin_000015.fa,96.62,1.03,1671611,25496
TG3_28:bin_000019.fa,89.39,4.79,2482822,16933
TG3_28:bin_000034.fa,77.17,5.64,3075258,13219
TG3_28:bin_000035.fa,88.98,5.78,2845672,16458
TG3_28:bin_000036.fa,69.7,7.52,3268606,3214
TG3_28:bin_000040.fa,69.54,4.82,2482499,7190
TG3_28:bin_000056.fa,68.91,13.09,3222230,10007
TG3_35:bin_000002.fa,96.01,1.2,2950311,25616
TG3_35:bin_000005.fa,96.29,2.12,2951894,27680
TG3_35:bin_000010.fa,94.26,3.87,3045017,39246
TG3_35:bin_000027.fa,85.76,4.06,1907086,6415
TG4:bin_000036.fa,94.35,1.92,5038784,25929
TG4:bin_000047.fa,74.54,3.27,1885400,8563
TG4_07:bin_000002.fa,92.95,0.36,2105301,13464
TG4_07:bin_000009.fa,91.91,2.43,2870521,5659
TG4_07:bin_000030.fa,63.06,3.77,3491805,2857
TG4_21:bin_000014.fa,71.01,2.7,3143140,3114
TG4_21:bin_000018.fa,83.54,7.83,4136156,6845
TG4_21:bin_000020.fa,87.76,8.95,2246023,8467
TG4_28:bin_000009.fa,99.62,3.42,3130193,18704
TG4_28:bin_000023.fa,96.41,8.13,2893343,25571
TG5:bin_000015.fa,99.79,3.12,1834444,33848
TG5:bin_000018.fa,99.85,4.81,2830053,13749
TG5:bin_000026.fa,76.63,4.98,2930977,8373
TG5:bin_000039.fa,91.53,9.21,2667907,18144
TG5:bin_000041.fa,92.82,11.05,4551054,11423
TG5_07:bin_000012.fa,97.17,18.43,3590216,6993
TG5_14:bin_000007.fa,95.43,5.08,2853398,28210
TG5_21:bin_000009.fa,94.55,5.22,2652246,28221
TG5_21:bin_000010.fa,96.36,4.62,2936388,18479
TG5_21:bin_000017.fa,85.06,4.96,3492239,37504
TG5_21:bin_000030.fa,86.72,3.08,4973531,10555
TG5_28:bin_000004.fa,99.95,0.5,1793304,33637
TG5_28:bin_000005.fa,96.83,2.62,2873470,20280
TG5_28:bin_000007.fa,90.29,1.06,1585338,18005
TG5_28:bin_000017.fa,79.3,1.59,3508772,3823
TG5_28:bin_000021.fa,90.51,5.51,2839485,24691
TG5_35:bin_000015.fa,72.68,3.11,3294346,3363
TG5_35:bin_000037.fa,68.46,4.96,1991635,10411
TG5_35:bin_000038.fa,73.23,7.96,2215424,8575
D300419:bin_000001.fa,100.0,12.71,5624829,56625
D300421:bin_000008.fa,93.08,5.0,2271565,15290
D300422:bin_000012.fa,78.2,3.19,2908882,17510
D300425:bin_000007.fa,81.86,0.11,2579683,14378
D300426:bin_000004.fa,95.94,5.68,4508398,46003
D300427:bin_000005.fa,91.98,3.52,4002565,45709
D300429:bin_000006.fa,85.94,10.07,3159428,38050
D300429:bin_000011.fa,73.52,6.7,2196099,6143
D300429:bin_000015.fa,83.44,1.7,2617580,9420
D300429:bin_000016.fa,69.15,2.03,2476070,7333
D300434:bin_000014.fa,73.29,4.17,2407503,18894
D300435:bin_000018.fa,84.83,7.9,3186981,20470
D300437:bin_000011.fa,85.87,2.12,2944645,13143
D300437:bin_000013.fa,84.88,4.39,2565826,8593
D300438:bin_000011.fa,76.23,2.77,1920049,13937
D300438:bin_000014.fa,93.27,4.51,2937721,16571
D300438:bin_000017.fa,86.26,6.18,3451255,14649
D300439:bin_000015.fa,80.24,1.09,2410495,4438
D300440:bin_000003.fa,93.7,7.71,3805541,37509
D300440:bin_000007.fa,87.71,0.76,2428123,33870
D300441:bin_000008.fa,92.39,6.74,3239003,11233
D300441:bin_000013.fa,82.76,3.08,2662660,14433
D300442:bin_000014.fa,76.31,10.28,3281758,10925
D300443:bin_000012.fa,83.91,6.91,4374639,10354
D300446:bin_000004.fa,97.81,7.12,4593825,53753
D300446:bin_000006.fa,95.14,5.6,2363442,13518
D300447:bin_000005.fa,89.81,2.77,2906158,20706
D300451:bin_000007.fa,95.66,9.34,5150093,27952
D300455:bin_000017.fa,67.79,4.66,2392715,5133
D300459:bin_000001.fa,99.83,0.14,2816448,46093
D300461:bin_000002.fa,98.51,0.7,2522030,20273
D300461:bin_000005.fa,91.93,0.07,2527094,42250
D300464:bin_000002.fa,95.09,4.58,3657261,47170
D300464:bin_000008.fa,92.54,3.66,3426737,10754
D300465:bin_000001.fa,90.52,1.58,2561493,30522
D300465:bin_000012.fa,73.74,4.97,1829877,4649
D300470:bin_000004.fa,89.6,1.61,2384717,11321
D300470:bin_000005.fa,98.15,7.59,5501557,28113
D300473:bin_000013.fa,93.23,6.68,4389451,36774
D300476:bin_000003.fa,97.26,1.88,2811213,45064
D300476:bin_000005.fa,92.9,3.32,3097371,23650
D300480:bin_000010.fa,97.24,5.95,3444720,33897
D300480:bin_000017.fa,90.56,4.49,2716608,22518
D300481:bin_000002.fa,96.91,2.1,2950642,34032
D300481:bin_000012.fa,82.86,8.87,3037383,10465
D300481:bin_000013.fa,94.17,5.61,3099177,16282
D300482:bin_000012.fa,84.63,3.18,3029558,10651
D300484:bin_000011.fa,76.63,5.31,2531608,9184
D300484:bin_000022.fa,71.43,8.62,3255233,4497
D300487:bin_000002.fa,98.69,0.41,2749702,61018
D300487:bin_000016.fa,78.98,8.92,2579365,8697
D300488:bin_000013.fa,77.1,4.01,2036791,8862
D300490:bin_000010.fa,81.75,1.73,2137481,10456
D300491:bin_000007.fa,81.37,6.71,2255578,5199
D300491:bin_000010.fa,86.25,3.02,3202064,21429
D300494:bin_000001.fa,92.69,1.14,2579508,49208
D300495:bin_000003.fa,95.2,0.02,2161095,17918
D300495:bin_000012.fa,93.45,5.8,3442133,39303
D300495:bin_000021.fa,86.38,12.27,3474158,3426
D300499:bin_000002.fa,93.35,2.56,2057078,20327
D300499:bin_000020.fa,71.77,21.29,3414685,3003
D300500:bin_000004.fa,94.69,5.92,2350136,17387
D300501:bin_000013.fa,100.0,39.98,4429313,5588
D300502:bin_000014.fa,60.47,2.65,1580810,3237
D300503:bin_000016.fa,82.58,9.39,3293665,22716
D300507:bin_000007.fa,84.72,2.12,3985371,4837
D300510:bin_000005.fa,82.91,9.17,3267072,15852
D300510:bin_000011.fa,64.26,2.37,2208582,3920
D300512:bin_000012.fa,91.21,22.58,2910113,3913
D300512:bin_000021.fa,82.86,16.16,2960507,9611
D300513:bin_000015.fa,69.23,9.25,4116052,2770
D300514:bin_000008.fa,89.6,5.19,2164765,6425
D300515:bin_000002.fa,95.0,5.28,3541438,32369
D300517:bin_000012.fa,71.68,2.08,1258647,10513
D300519:bin_000017.fa,80.3,4.7,2653793,17155
D300520:bin_000016.fa,68.98,4.54,2738557,5403
D300523:bin_000014.fa,85.47,2.65,2380363,12898
D300523:bin_000017.fa,84.41,9.11,1881571,5044
D300524:bin_000013.fa,76.94,2.88,1842245,3264
D300529:bin_000007.fa,74.33,7.45,3905434,8179
GPB:bin_000015.fa,98.41,1.31,3465011,3465011
GPB:bin_000019.fa,99.58,0.86,3013577,3013577
GPB:bin_000021.fa,100.0,0.3,3185737,3185737
GPB:bin_000057.fa,99.79,2.53,5054588,5054588
GPB:bin_000119.fa,95.31,0.21,2307890,2307890
GPB:bin_000129.fa,95.45,0.51,1556021,1556021
GPB:bin_000151.fa,99.95,2.48,3353259,2095716
GPB:bin_000213.fa,84.49,0.91,2192832,231730
GPB:bin_000218.fa,74.08,1.55,1849290,192305
TG1:bin_000064.fa,73.75,0.85,2635976,6820
TG1_07:bin_000010.fa,99.63,4.29,3751209,23974
TG1_07:bin_000022.fa,83.48,2.17,2648765,9478
TG1_21:bin_000027.fa,77.95,11.56,4184023,16298
TG1_21:bin_000042.fa,76.17,4.24,2761630,6834
TG1_28:bin_000011.fa,96.88,7.77,2258495,14253
TG1_35:bin_000010.fa,96.43,2.46,2176799,25857
TG1_35:bin_000023.fa,81.87,3.63,2551598,17479
TG2:bin_000007.fa,97.73,6.9,2719094,28631
TG2:bin_000030.fa,90.52,16.51,3544800,25475
TG2:bin_000038.fa,87.85,2.57,3397349,5166
TG2:bin_000041.fa,87.43,6.73,2766058,9921
TG2:bin_000045.fa,86.73,6.12,3195000,21900
TG2_07:bin_000004.fa,99.81,5.2,4507570,9438
TG2_07:bin_000024.fa,82.35,7.51,3185071,14541
TG2_21:bin_000004.fa,95.33,0.3,2143574,19183
TG2_21:bin_000008.fa,100.0,0.34,1903958,26487
TG2_21:bin_000012.fa,92.88,5.19,2237632,12540
TG2_21:bin_000027.fa,86.79,9.28,3322918,18330
TG2_21:bin_000029.fa,74.0,2.33,2785792,4928
TG2_28:bin_000012.fa,88.34,11.42,4435017,30786
TG2_28:bin_000021.fa,96.52,8.36,3401103,24872
TG2_35:bin_000021.fa,89.21,6.64,3219621,24304
TG3:bin_000003.fa,91.31,1.39,2752619,41623
TG3:bin_000007.fa,98.88,11.76,2913163,41366
TG3:bin_000053.fa,81.96,2.29,2191968,11108
TG3:bin_000069.fa,86.26,3.67,2399629,6137
TG3:bin_000071.fa,68.93,1.84,2267646,6020
TG3_07:bin_000016.fa,98.47,9.79,3701895,39662
TG3_07:bin_000021.fa,71.42,4.88,2231754,12590
TG3_14:bin_000033.fa,76.03,17.4,4100510,3240
TG3_14:bin_000034.fa,69.47,0.97,1946001,13444
TG3_14:bin_000038.fa,54.81,0.13,1505118,6578
TG3_21:bin_000019.fa,87.24,3.03,2795433,5606
TG3_21:bin_000023.fa,100.0,7.96,4480180,29436
TG3_21:bin_000026.fa,90.74,12.72,1567488,22653
TG3_21:bin_000037.fa,87.41,3.75,3500261,12382
TG3_28:bin_000027.fa,88.08,4.21,2038157,9596
TG3_35:bin_000013.fa,100.0,5.72,4519279,43128
TG4_21:bin_000033.fa,84.19,11.4,2752828,15625
TG4_28:bin_000003.fa,98.68,0.15,2712374,50109
TG5_21:bin_000001.fa,99.98,1.63,1589878,18076
TG5_21:bin_000025.fa,87.37,4.59,2918987,18305
TG5_28:bin_000011.fa,96.9,5.43,2460819,19147
TG5_28:bin_000023.fa,82.95,4.22,2289566,6966
TG5_35:bin_000006.fa,99.99,0.5,1870221,23485
TG5_35:bin_000028.fa,69.68,3.56,1880856,4918
TG5_35:bin_000029.fa,83.57,2.19,2719592,8422
